"","name","year","rank","sex"
"4644","Havva","1984","41","F"
"4645","Hülya","1984","16","F"
"4646","Hilal","1984","80","F"
"4647","Kadriye","1984","69","F"
"4648","Leyla","1984","21","F"
"4649","Medine","1984","87","F"
"4650","Mehtap","1984","59","F"
"4651","Melek","1984","22","F"
"4652","Meral","1984","52","F"
"4653","Meryem","1984","15","F"
"4654","Mine","1984","96","F"
"4655","Necla","1984","85","F"
"4656","Neslihan","1984","31","F"
"4657","Nesrin","1984","95","F"
"4658","Neşe","1984","93","F"
"4659","Nuray","1984","49","F"
"4660","Nurcan","1984","27","F"
"4661","Nurgül","1984","76","F"
"4662","Nihal","1984","84","F"
"4663","Perihan","1984","100","F"
"4664","Pınar","1984","12","F"
"4665","Rabia","1984","97","F"
"4666","Reyhan","1984","98","F"
"4667","Rukiye","1984","50","F"
"4668","Seda","1984","37","F"
"4669","Seher","1984","67","F"
"4670","Selda","1984","70","F"
"4671","Selma","1984","29","F"
"4672","Sema","1984","44","F"
"4673","Semra","1984","23","F"
"4674","Serap","1984","35","F"
"4675","Serpil","1984","33","F"
"4676","Sevda","1984","42","F"
"4677","Sevgi","1984","36","F"
"4678","Sevim","1984","61","F"
"4679","Songül","1984","14","F"
"4680","Sultan","1984","26","F"
"4681","Sibel","1984","19","F"
"4682","Sinem","1984","72","F"
"4683","Tuba","1984","39","F"
"4684","Tuğba","1984","13","F"
"4685","Tülay","1984","74","F"
"4686","Türkan","1984","86","F"
"4687","Yasemin","1984","9","F"
"4688","Yeliz","1984","64","F"
"4689","Yıldız","1984","79","F"
"4690","Zehra","1984","24","F"
"4691","Zeliha","1984","48","F"
"4692","Zeynep","1984","5","F"
"4693","Zübeyde","1984","92","F"
"4694","Çiğdem","1984","17","F"
"4695","Özge","1984","88","F"
"4696","Özlem","1984","6","F"
"4697","Öznur","1984","81","F"
"4698","İlknur","1984","45","F"
"4699","Şerife","1984","47","F"
"4700","Şükran","1984","68","F"
"4701","Arzu","1985","28","F"
"4702","Aslı","1985","55","F"
"4703","Asiye","1985","97","F"
"4704","Ayfer","1985","87","F"
"4705","Aynur","1985","45","F"
"4706","Aysel","1985","47","F"
"4707","Aysun","1985","72","F"
"4708","Ayten","1985","92","F"
"4709","Ayşe","1985","2","F"
"4710","Ayşegül","1985","26","F"
"4711","Bahar","1985","48","F"
"4712","Betül","1985","70","F"
"4713","Burcu","1985","24","F"
"4714","Canan","1985","43","F"
"4715","Cemile","1985","78","F"
"4716","Demet","1985","81","F"
"4717","Deniz","1985","62","F"
"4718","Derya","1985","11","F"
"4719","Duygu","1985","34","F"
"4720","Dilek","1985","8","F"
"4721","Ebru","1985","27","F"
"4722","Eda","1985","60","F"
"4723","Elif","1985","7","F"
"4724","Emel","1985","41","F"
"4725","Emine","1985","3","F"
"4726","Esma","1985","61","F"
"4727","Esra","1985","13","F"
"4728","Fadime","1985","46","F"
"4729","Fatma","1985","1","F"
"4730","Funda","1985","64","F"
"4731","Filiz","1985","19","F"
"4732","Gamze","1985","73","F"
"4733","Gönül","1985","67","F"
"4734","Gülay","1985","56","F"
"4735","Gülcan","1985","63","F"
"4736","Gülsüm","1985","69","F"
"4737","Gülşah","1985","54","F"
"4738","Gülşen","1985","79","F"
"4739","Hacer","1985","29","F"
"4740","Halime","1985","65","F"
"4741","Hanife","1985","59","F"
"4742","Hatice","1985","4","F"
"4743","Havva","1985","39","F"
"4744","Hülya","1985","16","F"
"4745","Hilal","1985","83","F"
"4746","Kadriye","1985","75","F"
"4747","Kübra","1985","98","F"
"4748","Leyla","1985","23","F"
"4749","Medine","1985","95","F"
"4750","Mehtap","1985","58","F"
"4751","Melek","1985","20","F"
"4752","Meral","1985","68","F"
"4753","Merve","1985","44","F"
"4754","Meryem","1985","15","F"
"4755","Nazlı","1985","91","F"
"4756","Necla","1985","96","F"
"4757","Neslihan","1985","37","F"
"4758","Nuray","1985","57","F"
"4759","Nurcan","1985","31","F"
"4760","Nurgül","1985","82","F"
"4761","Perihan","1985","99","F"
"4762","Pınar","1985","10","F"
"4763","Rabia","1985","86","F"
"4764","Reyhan","1985","100","F"
"4765","Rukiye","1985","49","F"
"4766","Seda","1985","18","F"
"4767","Seher","1985","71","F"
"4768","Selda","1985","84","F"
"4769","Selma","1985","32","F"
"4770","Sema","1985","53","F"
"4771","Semra","1985","21","F"
"4772","Serap","1985","42","F"
"4773","Serpil","1985","40","F"
"4774","Seval","1985","38","F"
"4775","Sevcan","1985","88","F"
"4776","Sevda","1985","36","F"
"4777","Sevgi","1985","33","F"
"4778","Sevim","1985","66","F"
"4779","Songül","1985","14","F"
"4780","Sultan","1985","30","F"
"4781","Sibel","1985","25","F"
"4782","Sinem","1985","80","F"
"4783","Tuba","1985","35","F"
"4784","Tuğba","1985","12","F"
"4785","Tülay","1985","89","F"
"4786","Türkan","1985","93","F"
"4787","Yasemin","1985","9","F"
"4788","Yeliz","1985","76","F"
"4789","Yıldız","1985","85","F"
"4790","Zehra","1985","22","F"
"4791","Zeliha","1985","51","F"
"4792","Zeynep","1985","5","F"
"4793","Zübeyde","1985","94","F"
"4794","Çiğdem","1985","17","F"
"4795","Özge","1985","90","F"
"4796","Özlem","1985","6","F"
"4797","Öznur","1985","77","F"
"4798","İlknur","1985","52","F"
"4799","Şerife","1985","50","F"
"4800","Şükran","1985","74","F"
"4801","Arzu","1986","37","F"
"4802","Aslı","1986","69","F"
"4803","Ayfer","1986","93","F"
"4804","Aynur","1986","45","F"
"4805","Aysel","1986","46","F"
"4806","Aysun","1986","73","F"
"4807","Ayten","1986","94","F"
"4808","Ayşe","1986","2","F"
"4809","Ayşegül","1986","20","F"
"4810","Bahar","1986","41","F"
"4811","Betül","1986","62","F"
"4812","Burcu","1986","25","F"
"4813","Canan","1986","42","F"
"4814","Cemile","1986","89","F"
"4815","Demet","1986","91","F"
"4816","Deniz","1986","56","F"
"4817","Derya","1986","8","F"
"4818","Duygu","1986","28","F"
"4819","Didem","1986","86","F"
"4820","Dilek","1986","10","F"
"4821","Ebru","1986","23","F"
"4822","Eda","1986","53","F"
"4823","Elif","1986","7","F"
"4824","Emel","1986","44","F"
"4825","Emine","1986","3","F"
"4826","Esma","1986","58","F"
"4827","Esra","1986","12","F"
"4828","Fadime","1986","49","F"
"4829","Fatma","1986","1","F"
"4830","Funda","1986","84","F"
"4831","Filiz","1986","29","F"
"4832","Gamze","1986","31","F"
"4833","Gönül","1986","85","F"
"4834","Gülay","1986","66","F"
"4835","Gülcan","1986","57","F"
"4836","Gülsüm","1986","63","F"
"4837","Gülşah","1986","51","F"
"4838","Gülşen","1986","82","F"
"4839","Hacer","1986","36","F"
"4840","Halime","1986","59","F"
"4841","Hanife","1986","68","F"
"4842","Hatice","1986","4","F"
"4843","Havva","1986","40","F"
"4844","Hülya","1986","14","F"
"4845","Hilal","1986","67","F"
"4846","Kader","1986","99","F"
"4847","Kadriye","1986","77","F"
"4848","Kübra","1986","61","F"
"4849","Leyla","1986","27","F"
"4850","Medine","1986","96","F"
"4851","Mehtap","1986","60","F"
"4852","Melek","1986","22","F"
"4853","Meltem","1986","97","F"
"4854","Meral","1986","80","F"
"4855","Merve","1986","21","F"
"4856","Meryem","1986","16","F"
"4857","Nazlı","1986","74","F"
"4858","Necla","1986","100","F"
"4859","Neslihan","1986","32","F"
"4860","Nuray","1986","64","F"
"4861","Nurcan","1986","39","F"
"4862","Nurgül","1986","87","F"
"4863","Nihal","1986","83","F"
"4864","Pınar","1986","13","F"
"4865","Rabia","1986","70","F"
"4866","Rukiye","1986","48","F"
"4867","Seda","1986","24","F"
"4868","Seher","1986","65","F"
"4869","Selda","1986","90","F"
"4870","Selma","1986","33","F"
"4871","Sema","1986","52","F"
"4872","Semra","1986","19","F"
"4873","Serap","1986","43","F"
"4874","Serpil","1986","47","F"
"4875","Seval","1986","76","F"
"4876","Sevda","1986","38","F"
"4877","Sevgi","1986","35","F"
"4878","Sevim","1986","71","F"
"4879","Songül","1986","15","F"
"4880","Sultan","1986","34","F"
"4881","Sibel","1986","30","F"
"4882","Sinem","1986","79","F"
"4883","Tuba","1986","26","F"
"4884","Tuğba","1986","11","F"
"4885","Tülay","1986","92","F"
"4886","Türkan","1986","98","F"
"4887","Yasemin","1986","9","F"
"4888","Yeliz","1986","81","F"
"4889","Yıldız","1986","88","F"
"4890","Zehra","1986","18","F"
"4891","Zeliha","1986","50","F"
"4892","Zeynep","1986","5","F"
"4893","Zübeyde","1986","95","F"
"4894","Çiğdem","1986","17","F"
"4895","Özge","1986","72","F"
"4896","Özlem","1986","6","F"
"4897","Öznur","1986","75","F"
"4898","İlknur","1986","54","F"
"4899","Şerife","1986","55","F"
"4900","Şükran","1986","78","F"
"4901","Arzu","1987","37","F"
"4902","Aslı","1987","68","F"
"4903","Ayfer","1987","98","F"
"4904","Aynur","1987","58","F"
"4905","Aysel","1987","40","F"
"4906","Aysun","1987","69","F"
"4907","Ayşe","1987","2","F"
"4908","Ayşegül","1987","21","F"
"4909","Bahar","1987","47","F"
"4910","Betül","1987","53","F"
"4911","Burcu","1987","24","F"
"4912","Canan","1987","42","F"
"4913","Cemile","1987","95","F"
"4914","Ceylan","1987","82","F"
"4915","Demet","1987","85","F"
"4916","Deniz","1987","59","F"
"4917","Derya","1987","12","F"
"4918","Duygu","1987","25","F"
"4919","Didem","1987","100","F"
"4920","Dilek","1987","11","F"
"4921","Ebru","1987","23","F"
"4922","Eda","1987","50","F"
"4923","Elif","1987","6","F"
"4924","Emel","1987","44","F"
"4925","Emine","1987","3","F"
"4926","Esma","1987","55","F"
"4927","Esra","1987","9","F"
"4928","Fadime","1987","60","F"
"4929","Fatma","1987","1","F"
"4930","Funda","1987","90","F"
"4931","Filiz","1987","35","F"
"4932","Gamze","1987","29","F"
"4933","Gönül","1987","93","F"
"4934","Gülay","1987","76","F"
"4935","Gülcan","1987","62","F"
"4936","Gülsüm","1987","63","F"
"4937","Gülşah","1987","48","F"
"4938","Gülşen","1987","86","F"
"4939","Hacer","1987","36","F"
"4940","Halime","1987","67","F"
"4941","Hanife","1987","73","F"
"4942","Hatice","1987","4","F"
"4943","Havva","1987","43","F"
"4944","Hülya","1987","13","F"
"4945","Hilal","1987","56","F"
"4946","Kader","1987","94","F"
"4947","Kadriye","1987","80","F"
"4948","Kübra","1987","38","F"
"4949","Leyla","1987","26","F"
"4950","Medine","1987","99","F"
"4951","Mehtap","1987","66","F"
"4952","Melek","1987","28","F"
"4953","Meltem","1987","92","F"
"4954","Melike","1987","71","F"
"4955","Meral","1987","74","F"
"4956","Merve","1987","15","F"
"4957","Meryem","1987","18","F"
"4958","Nazlı","1987","77","F"
"4959","Neslihan","1987","33","F"
"4960","Nuray","1987","72","F"
"4961","Nurcan","1987","41","F"
"4962","Nurgül","1987","91","F"
"4963","Nihal","1987","87","F"
"4964","Pelin","1987","89","F"
"4965","Pınar","1987","14","F"
"4966","Rabia","1987","75","F"
"4967","Rukiye","1987","52","F"
"4968","Seda","1987","27","F"
"4969","Seher","1987","65","F"
"4970","Selda","1987","96","F"
"4971","Selma","1987","39","F"
"4972","Sema","1987","54","F"
"4973","Semra","1987","16","F"
"4974","Serap","1987","45","F"
"4975","Serpil","1987","49","F"
"4976","Sevda","1987","30","F"
"4977","Sevgi","1987","32","F"
"4978","Sevil","1987","97","F"
"4979","Sevim","1987","70","F"
"4980","Songül","1987","17","F"
"4981","Sultan","1987","34","F"
"4982","Sibel","1987","31","F"
"4983","Sinem","1987","64","F"
"4984","Tuba","1987","22","F"
"4985","Tuğba","1987","8","F"
"4986","Tülay","1987","78","F"
"4987","Yasemin","1987","10","F"
"4988","Yeliz","1987","83","F"
"4989","Yıldız","1987","88","F"
"4990","Zehra","1987","19","F"
"4991","Zeliha","1987","57","F"
"4992","Zeynep","1987","5","F"
"4993","Çiğdem","1987","20","F"
"4994","Özge","1987","46","F"
"4995","Özlem","1987","7","F"
"4996","Öznur","1987","79","F"
"4997","İlknur","1987","51","F"
"4998","Şerife","1987","61","F"
"4999","Şeyma","1987","81","F"
"5000","Şükran","1987","84","F"
"5001","Arzu","1988","39","F"
"5002","Aslı","1988","78","F"
"5003","Aynur","1988","59","F"
"5004","Aysel","1988","22","F"
"5005","Aysun","1988","71","F"
"5006","Ayşe","1988","2","F"
"5007","Ayşegül","1988","24","F"
"5008","Bahar","1988","55","F"
"5009","Betül","1988","41","F"
"5010","Burcu","1988","19","F"
"5011","Büşra","1988","81","F"
"5012","Canan","1988","37","F"
"5013","Cansu","1988","88","F"
"5014","Cemile","1988","97","F"
"5015","Ceylan","1988","70","F"
"5016","Demet","1988","90","F"
"5017","Deniz","1988","63","F"
"5018","Derya","1988","15","F"
"5019","Duygu","1988","20","F"
"5020","Didem","1988","80","F"
"5021","Dilek","1988","13","F"
"5022","Ebru","1988","17","F"
"5023","Eda","1988","42","F"
"5024","Elif","1988","6","F"
"5025","Emel","1988","49","F"
"5026","Emine","1988","3","F"
"5027","Esma","1988","51","F"
"5028","Esra","1988","8","F"
"5029","Fadime","1988","65","F"
"5030","Fatma","1988","1","F"
"5031","Funda","1988","94","F"
"5032","Filiz","1988","38","F"
"5033","Gamze","1988","31","F"
"5034","Gözde","1988","54","F"
"5035","Gülay","1988","86","F"
"5036","Gülcan","1988","76","F"
"5037","Gülsüm","1988","62","F"
"5038","Gülşah","1988","67","F"
"5039","Gülşen","1988","96","F"
"5040","Gizem","1988","46","F"
"5041","Hacer","1988","40","F"
"5042","Halime","1988","73","F"
"5043","Hanife","1988","87","F"
"5044","Hatice","1988","4","F"
"5045","Havva","1988","48","F"
"5046","Hülya","1988","12","F"
"5047","Hilal","1988","53","F"
"5048","Kadriye","1988","95","F"
"5049","Kübra","1988","29","F"
"5050","Leyla","1988","28","F"
"5051","Mehtap","1988","72","F"
"5052","Melek","1988","30","F"
"5053","Meltem","1988","69","F"
"5054","Melike","1988","68","F"
"5055","Meral","1988","89","F"
"5056","Merve","1988","10","F"
"5057","Meryem","1988","21","F"
"5058","Nazlı","1988","77","F"
"5059","Neslihan","1988","35","F"
"5060","Nuray","1988","84","F"
"5061","Nurcan","1988","47","F"
"5062","Nurgül","1988","99","F"
"5063","Pelin","1988","56","F"
"5064","Pınar","1988","16","F"
"5065","Rabia","1988","85","F"
"5066","Rukiye","1988","66","F"
"5067","Seda","1988","27","F"
"5068","Seher","1988","64","F"
"5069","Selda","1988","100","F"
"5070","Selma","1988","43","F"
"5071","Sema","1988","52","F"
"5072","Semra","1988","14","F"
"5073","Serap","1988","44","F"
"5074","Serpil","1988","61","F"
"5075","Sevda","1988","34","F"
"5076","Sevgi","1988","33","F"
"5077","Sevil","1988","79","F"
"5078","Sevim","1988","83","F"
"5079","Songül","1988","18","F"
"5080","Sultan","1988","36","F"
"5081","Sibel","1988","32","F"
"5082","Sinem","1988","57","F"
"5083","Tuba","1988","26","F"
"5084","Tuğba","1988","9","F"
"5085","Tuğçe","1988","74","F"
"5086","Tülay","1988","82","F"
"5087","Yasemin","1988","11","F"
"5088","Yeliz","1988","91","F"
"5089","Yıldız","1988","98","F"
"5090","Zehra","1988","23","F"
"5091","Zeliha","1988","58","F"
"5092","Zeynep","1988","7","F"
"5093","Çiğdem","1988","25","F"
"5094","Özge","1988","45","F"
"5095","Özlem","1988","5","F"
"5096","Öznur","1988","93","F"
"5097","İlknur","1988","50","F"
"5098","Şerife","1988","60","F"
"5099","Şeyma","1988","75","F"
"5100","Şükran","1988","92","F"
"5101","Arzu","1989","43","F"
"5102","Aslı","1989","75","F"
"5103","Aynur","1989","63","F"
"5104","Aysel","1989","33","F"
"5105","Aysun","1989","58","F"
"5106","Ayşe","1989","2","F"
"5107","Ayşegül","1989","28","F"
"5108","Bahar","1989","37","F"
"5109","Betül","1989","44","F"
"5110","Burcu","1989","13","F"
"5111","Büşra","1989","38","F"
"5112","Canan","1989","39","F"
"5113","Cansu","1989","36","F"
"5114","Cemile","1989","98","F"
"5115","Ceylan","1989","71","F"
"5116","Demet","1989","88","F"
"5117","Deniz","1989","73","F"
"5118","Derya","1989","16","F"
"5119","Duygu","1989","22","F"
"5120","Dilek","1989","14","F"
"5121","Ebru","1989","17","F"
"5122","Eda","1989","52","F"
"5123","Elif","1989","6","F"
"5124","Emel","1989","55","F"
"5125","Emine","1989","3","F"
"5126","Esma","1989","53","F"
"5127","Esra","1989","7","F"
"5128","Ezgi","1989","77","F"
"5129","Fadime","1989","78","F"
"5130","Fatma","1989","1","F"
"5131","Funda","1989","97","F"
"5132","Filiz","1989","51","F"
"5133","Gamze","1989","15","F"
"5134","Gözde","1989","54","F"
"5135","Gülcan","1989","62","F"
"5136","Gülsüm","1989","66","F"
"5137","Gülşah","1989","70","F"
"5138","Gülşen","1989","94","F"
"5139","Gizem","1989","45","F"
"5140","Hacer","1989","49","F"
"5141","Halime","1989","74","F"
"5142","Hanife","1989","87","F"
"5143","Hatice","1989","4","F"
"5144","Havva","1989","57","F"
"5145","Hülya","1989","12","F"
"5146","Hilal","1989","50","F"
"5147","Kader","1989","90","F"
"5148","Kadriye","1989","96","F"
"5149","Kübra","1989","20","F"
"5150","Leyla","1989","29","F"
"5151","Mehtap","1989","67","F"
"5152","Melek","1989","31","F"
"5153","Meltem","1989","48","F"
"5154","Melike","1989","61","F"
"5155","Meral","1989","92","F"
"5156","Merve","1989","8","F"
"5157","Meryem","1989","24","F"
"5158","Nazlı","1989","83","F"
"5159","Neslihan","1989","34","F"
"5160","Nuray","1989","80","F"
"5161","Nurcan","1989","60","F"
"5162","Nurgül","1989","100","F"
"5163","Pelin","1989","81","F"
"5164","Pınar","1989","19","F"
"5165","Rabia","1989","84","F"
"5166","Rukiye","1989","68","F"
"5167","Seda","1989","30","F"
"5168","Seher","1989","69","F"
"5169","Selda","1989","93","F"
"5170","Selma","1989","59","F"
"5171","Selin","1989","86","F"
"5172","Sema","1989","56","F"
"5173","Semra","1989","18","F"
"5174","Serap","1989","47","F"
"5175","Serpil","1989","79","F"
"5176","Sevda","1989","32","F"
"5177","Sevgi","1989","41","F"
"5178","Sevim","1989","89","F"
"5179","Songül","1989","23","F"
"5180","Sultan","1989","40","F"
"5181","Sibel","1989","21","F"
"5182","Sinem","1989","42","F"
"5183","Tuba","1989","26","F"
"5184","Tuğba","1989","9","F"
"5185","Tuğçe","1989","35","F"
"5186","Tülay","1989","95","F"
"5187","Yasemin","1989","11","F"
"5188","Yeliz","1989","91","F"
"5189","Yeşim","1989","99","F"
"5190","Zehra","1989","25","F"
"5191","Zeliha","1989","65","F"
"5192","Zeynep","1989","10","F"
"5193","Çiğdem","1989","27","F"
"5194","Özge","1989","46","F"
"5195","Özlem","1989","5","F"
"5196","Öznur","1989","82","F"
"5197","İlknur","1989","64","F"
"5198","Şerife","1989","72","F"
"5199","Şeyma","1989","76","F"
"5200","Şükran","1989","85","F"
"5201","Arzu","1990","50","F"
"5202","Aslı","1990","82","F"
"5203","Aynur","1990","74","F"
"5204","Aysel","1990","41","F"
"5205","Aysun","1990","63","F"
"5206","Ayşe","1990","3","F"
"5207","Ayşegül","1990","28","F"
"5208","Bahar","1990","33","F"
"5209","Betül","1990","35","F"
"5210","Burcu","1990","18","F"
"5211","Büşra","1990","22","F"
"5212","Canan","1990","42","F"
"5213","Cansu","1990","37","F"
"5214","Ceren","1990","100","F"
"5215","Ceylan","1990","55","F"
"5216","Damla","1990","73","F"
"5217","Demet","1990","81","F"
"5218","Deniz","1990","75","F"
"5219","Derya","1990","21","F"
"5220","Duygu","1990","19","F"
"5221","Dilek","1990","15","F"
"5222","Ebru","1990","20","F"
"5223","Eda","1990","45","F"
"5224","Elif","1990","4","F"
"5225","Emel","1990","65","F"
"5226","Emine","1990","5","F"
"5227","Esma","1990","52","F"
"5228","Esra","1990","6","F"
"5229","Ezgi","1990","51","F"
"5230","Fadime","1990","80","F"
"5231","Fatma","1990","1","F"
"5232","Funda","1990","90","F"
"5233","Filiz","1990","56","F"
"5234","Gamze","1990","16","F"
"5235","Gözde","1990","54","F"
"5236","Gülay","1990","98","F"
"5237","Gülcan","1990","79","F"
"5238","Gülsüm","1990","64","F"
"5239","Gülşah","1990","87","F"
"5240","Gizem","1990","36","F"
"5241","Hacer","1990","53","F"
"5242","Halime","1990","71","F"
"5243","Hanife","1990","92","F"
"5244","Hatice","1990","7","F"
"5245","Havva","1990","59","F"
"5246","Hülya","1990","17","F"
